"Mun US Noti MG","Semana 01","Semana 02","Semana 03","Semana 04","Semana 05","Semana 06","Semana 07","Semana 08","Semana 09","Semana 10","Semana 11","Semana 12","Semana 13","Semana 14","Semana 15","Semana 16","Semana 17","Semana 18","Semana 19","Semana 20","Semana 21","Semana 22","Semana 23","Semana 24","Semana 25","Semana 26","Semana 27","Semana 28","Semana 29","Semana 30","Semana 31","Semana 32","Semana 33","Semana 34","Semana 35","Semana 36","Semana 37","Semana 38","Semana 39","Semana 40","Semana 41","Semana 42","Total"
"316440 São Sebastião da Bela Vista",0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"316443 São Sebastião da Vargem Alegre",0,0,0,4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"316447 São Sebastião do Anta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316450 São Sebastião do Maranhão",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316460 São Sebastião do Oeste",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,4,0,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20
"316470 São Sebastião do Paraíso",3,4,7,13,23,28,36,31,85,57,90,94,98,82,67,90,63,55,57,51,36,21,15,10,17,6,8,3,3,1,8,0,0,0,1,0,0,7,4,4,12,6,1196
"316480 São Sebastião do Rio Preto",0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"316490 São Sebastião do Rio Verde",0,1,1,1,1,2,1,5,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"316500 São Tiago",0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"316510 São Tomás de Aquino",0,2,0,0,0,0,1,0,2,2,3,2,2,3,4,4,3,5,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,6,4,58
"316520 São Tomé das Letras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316530 São Vicente de Minas",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316540 Sapucaí-Mirim",0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,14
"316550 Sardoá",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316553 Sarzedo",3,7,4,6,2,8,5,9,12,1,0,3,1,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,77
"316556 Sem-Peixe",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316557 Senador Amaral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316560 Senador Cortes",0,0,0,0,6,4,9,18,14,15,14,15,8,10,7,0,5,1,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
"316570 Senador Firmino",0,0,0,0,2,1,0,2,0,2,0,0,0,2,0,1,3,5,1,5,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32
"316580 Senador José Bento",0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"316590 Senador Modestino Gonçalves",0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"316600 Senhora de Oliveira",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316610 Senhora do Porto",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316620 Senhora dos Remédios",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,10
"316630 Sericita",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316640 Seritinga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316650 Serra Azul de Minas",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316660 Serra da Saudade",0,0,1,3,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"316680 Serra do Salitre",2,0,0,0,0,0,2,0,3,5,2,2,0,1,2,0,1,0,5,1,6,2,1,2,0,0,1,1,0,1,0,0,1,0,0,1,2,0,2,0,0,3,49
"316670 Serra dos Aimorés",0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,14
"316690 Serrania",0,0,0,0,0,0,2,0,0,0,2,2,3,5,2,2,0,1,0,0,2,1,2,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,34
"316695 Serranópolis de Minas",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
"316700 Serranos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316710 Serro",0,2,6,3,4,0,4,6,4,3,3,3,2,2,2,2,6,4,7,5,0,3,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,2,2,0,82
"316720 Sete Lagoas",1,1,1,1,0,1,3,2,1,1,0,2,2,1,2,0,0,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,2,47
"316555 Setubinha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316730 Silveirânia",0,0,0,0,0,0,6,19,20,3,3,2,3,0,0,0,0,0,0,1,5,4,5,1,0,2,0,0,0,1,0,0,0,0,1,0,2,0,3,0,1,0,82
"316740 Silvianópolis",0,0,0,0,1,0,0,0,0,3,12,19,31,23,34,29,21,17,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
"316750 Simão Pereira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,8
"316760 Simonésia",0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"316770 Sobrália",0,0,0,0,3,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"316780 Soledade de Minas",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316790 Tabuleiro",1,3,0,0,2,2,0,0,2,1,0,1,1,1,2,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25
"316800 Taiobeiras",4,3,5,4,2,5,3,6,7,8,4,8,11,13,9,5,6,7,9,8,6,3,2,9,3,5,7,3,1,1,2,1,1,0,1,0,1,1,1,1,1,2,179
"316805 Taparuba",2,1,8,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"316810 Tapira",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"316820 Tapiraí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316830 Taquaraçu de Minas",0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"316840 Tarumirim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316850 Teixeiras",0,0,0,1,0,5,1,4,1,0,7,4,4,8,10,6,9,7,6,3,6,4,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,91
"316860 Teófilo Otoni",0,5,19,26,31,16,41,32,33,11,53,61,68,72,82,67,91,40,47,34,46,30,29,45,23,27,27,16,11,11,13,18,17,25,22,24,24,18,19,32,22,15,1343
"316870 Timóteo",1,6,5,3,6,9,8,5,1,1,8,3,3,6,8,3,4,0,0,7,4,2,6,0,0,4,2,2,0,1,2,3,0,2,2,1,1,2,2,1,5,0,129
"316880 Tiradentes",0,1,2,3,0,0,8,7,1,1,7,1,5,1,2,2,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,51
"316890 Tiros",0,2,1,0,0,0,1,2,0,5,0,0,2,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
"316900 Tocantins",0,8,5,5,6,11,42,61,57,9,32,19,7,8,3,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,282
"316905 Tocos do Moji",0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"316910 Toledo",0,1,0,0,0,0,1,1,0,1,0,0,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"316920 Tombos",1,9,12,24,16,27,19,22,8,0,0,0,0,0,2,3,3,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
"316930 Três Corações",0,4,0,1,2,1,2,4,4,5,8,1,9,7,10,7,8,7,6,6,10,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114
"316935 Três Marias",0,1,6,16,12,22,15,20,24,8,10,20,7,10,11,4,2,3,10,5,3,0,5,3,1,2,4,0,2,1,0,1,3,0,3,0,0,3,1,0,0,0,238
"316940 Três Pontas",1,0,0,2,2,4,9,7,10,10,14,25,28,16,31,22,34,15,17,16,15,9,13,5,5,1,0,3,1,0,0,0,0,1,0,0,4,0,1,1,3,6,331
"316950 Tumiritinga",0,2,0,0,5,2,2,2,0,0,3,2,2,0,0,0,0,4,3,2,2,3,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46
"316960 Tupaciguara",26,40,50,42,57,86,61,89,82,54,115,73,57,34,82,32,31,49,30,27,19,13,10,6,8,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1184
"316970 Turmalina",2,0,0,2,1,1,2,2,2,0,1,2,0,0,3,2,3,4,2,3,3,6,4,9,4,4,1,0,3,0,0,0,0,0,2,0,0,0,0,1,3,1,73
"316980 Turvolândia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316990 Ubá",1,14,12,35,28,27,42,64,57,37,91,83,86,128,151,125,170,157,315,218,171,97,88,69,41,26,16,25,15,28,28,19,23,12,16,18,26,15,27,15,15,19,2650
"317000 Ubaí",0,3,1,3,0,0,0,3,2,3,0,4,3,2,3,2,4,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39
"317005 Ubaporanga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"317010 Uberaba",23,47,80,121,124,126,175,232,394,408,525,460,441,412,354,293,307,265,278,203,174,81,129,389,59,59,159,243,113,88,105,11,18,58,95,28,50,39,29,24,23,27,7269
"317020 Uberlândia",138,379,528,779,984,985,1139,1310,1478,1251,1257,1068,1168,1204,1107,1016,1081,1041,1066,1021,866,655,512,491,319,234,210,167,120,100,93,123,70,123,115,144,163,172,148,167,156,49,25197
"317030 Umburatiba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"317040 Unaí",3,10,8,8,14,9,13,16,22,11,6,7,9,8,12,16,11,9,6,10,12,34,26,14,12,10,18,10,10,14,12,6,8,12,8,13,20,18,14,10,18,4,511
"317043 União de Minas",15,19,5,23,41,27,29,15,7,4,2,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
"317047 Uruana de Minas",0,0,0,2,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,11
"317050 Urucânia",0,2,3,3,3,5,4,3,3,0,4,6,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"317052 Urucuia",0,0,0,2,4,3,3,1,2,1,2,1,1,0,2,3,2,1,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,35
"317057 Vargem Alegre",0,0,1,2,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"317060 Vargem Bonita",0,0,1,1,1,0,0,1,4,0,0,4,1,0,0,2,3,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"317065 Vargem Grande do Rio Pardo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"317070 Varginha",0,5,13,6,8,10,11,6,15,14,10,11,19,15,21,26,30,45,37,22,13,22,8,8,3,3,2,1,0,0,0,0,1,1,0,2,1,0,1,1,0,2,393
"317075 Varjão de Minas",1,0,3,5,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19
"317080 Várzea da Palma",9,16,11,38,20,19,40,24,14,6,27,21,10,19,5,14,8,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,306
"317090 Varzelândia",0,1,1,2,2,1,0,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"317100 Vazante",0,2,7,0,7,0,0,4,11,9,4,12,13,8,10,4,8,3,8,11,3,3,4,6,6,8,2,5,5,2,0,3,0,1,0,0,0,1,0,0,0,0,170
"317103 Verdelândia",0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"317107 Veredinha",2,7,10,12,13,2,3,2,4,0,2,7,0,6,9,6,4,8,4,15,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,125
"317110 Veríssimo",0,0,5,0,0,0,0,2,2,1,3,2,4,3,5,0,5,3,10,4,4,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"317115 Vermelho Novo",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"317120 Vespasiano",0,0,1,2,0,1,1,4,0,0,4,2,5,3,1,2,3,7,0,0,0,1,0,1,0,0,0,1,3,7,2,4,4,7,4,4,1,5,0,0,7,2,89
"317130 Viçosa",0,0,10,12,6,11,6,8,4,6,14,7,22,25,38,33,49,61,50,42,44,23,24,8,7,4,6,1,6,2,0,0,0,0,1,1,1,1,4,0,2,0,539
"317140 Vieiras",0,0,0,0,2,7,10,7,10,5,9,8,9,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
"317160 Virgem da Lapa",0,0,2,2,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,14
"317170 Virgínia",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"317180 Virginópolis",0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
"317190 Virgolândia",0,0,0,0,0,0,4,14,11,13,23,23,27,45,28,20,26,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
"317200 Visconde do Rio Branco",35,70,134,302,480,813,696,830,466,244,278,184,137,113,63,44,64,29,30,17,12,10,8,3,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5069
"317210 Volta Grande",0,0,0,1,0,0,0,1,0,0,2,2,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"317220 Wenceslau Braz",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"310000 municipio ignorado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Total",1139,2697,3392,4741,5645,6381,6799,8064,8156,6307,8244,7820,8110,7913,7665,6133,6888,6435,6933,5791,4628,3717,3158,2872,1611,1417,1251,1147,878,841,760,606,586,747,824,888,989,1164,1289,1370,1305,687,157988
